Name	foldEnrichment
chr1:858035-862061	24.85
chr17:27229007-27230900	67.79
chr17:73510576-73514230	58.07
chr6:137112382-137114628	37.41
chr1:232764091-232767107	35.2
chr5:141254986-141259373	37.66
chr14:103984806-103988043	31.06
chr22:24551029-24553384	26.96
chr21:27541191-27543906	30.98
chr21:46974318-46976679	43.67
chr10:104403169-104407330	33.89
chr21:38443248-38447138	44.07
chr1:155022491-155025524	27.7
chr1:229693406-229695542	30.42
chr22:16199640-16202667	24.7
chr6:71665027-71667417	80.7
chr17:79667130-79671542	25.49
chr1:228352040-228354876	28.08
chr10:35929263-35932978	24.57
chr17:46100658-46104611	18.36
chr1:225995818-226000493	31.56
chr6:82460268-82464134	32.68
chr10:98271981-98274477	40.19
chr16:2389498-2391377	62.96
chr6:34111360-34114713	50.96
chr1:16938185-16941638	8.58
chr17_gl000205_random:84422-90126	14.33
chr5:72742323-72745289	34.76
chr7:102211519-102215337	15.51
chr11:62553470-62555613	54.41
chr9:139619848-139623658	23.63
chr19:35738167-35740614	19.65
chr1:16969933-16972344	20.42
chr7:43622089-43624883	64.61
chrUn_gl000225:2550-8146	6.33
chr5:142781844-142785388	25.94
chr20:20348112-20350955	75.61
chr20:25274630-25278914	77.21
chr6:56818168-56821878	45.22
chr1:145208140-145210673	15.88
chr19:33236326-33238141	45.31
chr22:50714200-50715295	85.14
chr12:7045204-7047766	34.19
chr19:30155089-30159285	12.58
chr20:61806508-61811599	21.45
chr3:24535172-24537601	39.22
chrUn_gl000216:132791-139075	13.28
chr6:43634719-43637918	42.63
chr1:235666480-235669082	24.54
chr12:107711198-107715259	24.96
chr19:39465118-39468092	23.84
chr21:36260017-36264248	29.24
chr1:17074332-17077799	17.92
chr1:142536415-142542877	5.79
chr10:71904888-71907625	51.83
chr21:43429073-43431687	20.44
chr5:98103691-98107739	19.19
chr1:154377179-154379098	44.32
chr1:231556053-231558729	42.24
chr1:544012-546697	29.04
chr1:228288412-228291378	42.9
chr16:60013-62452	59.54
chr17:61553322-61557587	32.74
chr15:75090072-75093393	40.88
chr7:123671945-123673840	98.86
chr1:148246973-148248483	28.71
chr13:20531264-20534814	50.75
chr14:19931863-19934926	33.39
chr15:66678773-66680580	48.43
chr10:76993389-76996327	57.23
chr9:139961798-139965934	18.49
chr5:139492358-139495057	46.93
chr6:41753633-41755915	22.52
chr17:73265841-73269099	26.86
chr19:38893027-38894705	23.76
chr17:79977544-79980951	21.57
chr6:1310772-1314309	28.76
chr1:228563802-228567743	30.69
chr10:102755717-102759806	24.73
chr15:75493525-75496146	27.79
chr17:27892317-27896931	28.11
chr21:38361517-38363339	44.51
chr15:75976632-75979318	43.34
chr8:24812524-24814563	30.44
chr1:155033376-155036493	46.22
chr10:21784399-21786567	39.11
chr15:67355834-67360277	19.93
chr21:32929582-32932457	22.42
chr17:34090662-34092160	83.43
chr6:16759823-16763760	24.06
chr15:77924252-77927417	67.97
chr7:149320279-149324190	34.64
chr1:154296609-154299414	27.26
chr12:64237068-64239303	59.48
chr15:74665533-74668468	25.78
chr5:70014799-70016496	71.48
chr1:16949522-16953221	38.06
chr7:92462009-92465660	38.36
chr16:19177749-19181120	69.44
chr19:39420298-39422436	22.56
chr19:34268550-34270603	30.78
chr14:107146974-107148854	39.95
chr5:109023949-109027437	20.23
chr1:59247179-59251483	30.46
chr19:41220360-41225444	8.96
chr4:2956199-2957663	54
chr5:180043810-180046899	26.04
chrUn_gl000225:38247-42703	6.34
chr16:2201948-2205418	23.76
chrUn_gl000225:73426-77280	5.01
chr1:120610808-120613179	17.18
chr22:21981665-21984844	42.74
chr3:169379168-169381533	59.51
chr7:148842624-148846743	22.56
chr14:105631257-105636031	31.66
chr15:66161103-66163685	29.63
chr19:33724778-33728477	23.2
chr10:17270092-17273213	15.64
chr12:93963078-93966195	33.79
chr17:48555306-48557534	37.41
chr21:45147124-45149694	32.68
chr5:43064442-43067860	22.87
chr21:33782882-33785978	25.19
chr14:55031507-55035093	36.82
chr19:30716747-30720267	20.06
chr3:13919657-13922708	42.62
chr1:143911472-143917172	15.81
chr1:144930326-144933350	19
chr15:69108327-69114003	19.56
chr21:44071923-44075122	25.4
chr17:41465284-41467343	7.43
chr13:77458981-77461393	32
chr19:41311841-41314269	31.69
chr1:231113353-231115357	25.33
chr5:137798708-137802194	23.39
chr1:224803028-224806113	20.25
chr17:36714044-36716336	34.57
chr5:94619496-94621460	41.73
chr1:48174393-48176793	26.66
chr15:66544300-66547090	31.5
chr19:1265113-1268897	30.94
chr21:33244505-33247766	37.91
chr21:38935351-38938009	16.24
chr6:94126111-94129663	29.74
chr17:7982431-7983972	52.14
chr19:38713279-38716100	26.31
chr7:140771745-140774993	24.33
chr14:106802028-106805849	35.75
chr15:22460738-22462837	24.59
chr15:72765252-72768057	21.23
chr21:47742284-47746591	23.19
chr1:202204670-202206906	34.54
chr1:235489944-235493255	14.04
chr15:66789274-66791565	24.35
chr16:3108437-3109954	36.29
chr19:34285992-34289031	26.91
chr1:154971303-154974908	20.15
chr1:154989513-154990699	58.21
chr10:46983043-46984356	46.26
chr1:6661507-6663489	37.92
chr1:32227597-32231454	24.49
chr10:33623690-33626783	25.75
chr16:4320013-4324409	21.89
chr17:65372822-65375622	39.08
chr21:44526638-44529172	42.03
chr6:166074029-166079180	12.1
chr1:17035928-17037850	30.67
chr1:149575222-149578015	52.47
chr10:72236887-72240738	17.38
chr17:8089079-8093810	13.3
chr19:36544502-36547707	15.1
chr19:36618090-36619842	24.56
chr2:232789354-232791804	51.71
chr6:138724060-138726263	29.52
chr12:53440065-53444466	27.68
chr12:58158745-58161285	24.37
chr17:8532970-8535278	39.11
chr20:48806829-48809071	33.45
chr17:39966613-39969662	54.54
chr22:39238931-39240955	71.21
chr1:226308718-226311049	23.59
chr19:36184032-36185894	45.76
chr22:20459352-20461823	38.72
chr6:139694163-139697396	14.66
chr8:22550852-22553850	23.6
chr1:110880383-110883180	39.38
chr14:103058196-103060557	47.04
chr17:79477377-79483079	10.55
chr5:43105392-43106473	59.25
chr9:38619783-38622754	30.15
chr9:140129522-140131744	57.02
chr17:19911926-19914086	37
chr5:122424107-122426979	48.28
chr5:126365098-126367446	42.83
chr1:16982717-16985638	10.78
chr10:99472544-99475122	54.32
chr17:45053735-45056949	34.54
chr22:21903301-21905696	44.5
chr5:6710791-6713940	25.83
chr10:103989493-103992156	28.08
chr12:63327697-63329512	61.36
chr17:71638822-71641815	25.52
chr21:45208666-45210744	45.75
chr6:127836514-127838301	37.02
chr7:99941704-99943273	60.7
chr9:131937903-131940923	17.64
chr16:11349019-11351778	27.04
chr16:30785045-30789846	13.3
chr20:62668487-62671081	39.54
chr5:137687768-137689733	66.99
chr8:42009364-42011500	40.89
chr1:236226796-236229391	28.01
chr15:74218059-74220871	28.35
chr15:85290723-85293399	20.86
chr19:245691-248615	47.8
chr19:5803479-5806545	40.33
chr19:46144516-46147485	43.32
chr2:175200645-175202781	70.68
chr9:139938182-139941708	26.84
chr12:125423538-125425957	30.92
chr15:75744852-75748897	16.16
chr9:10631-12517	71.26
chr1:38155164-38158900	25.14
chr10:135499143-135502772	6.85
chr17:79677319-79680302	19.05
chr18:44551162-44554716	12.34
chrX:149530677-149534442	34.77
chr12:49207688-49209967	38.87
chr16:3018336-3021781	25.28
chr19:13075482-13076991	52.14
chr6:7725962-7729202	21.84
chr7:150863924-150865821	49.27
chr9:140194977-140197947	25.39
chr12:108522622-108524904	74.59
chr14:93578930-93583152	17.05
chr17:7463272-7465728	27.52
chr17:44269085-44271980	23.41
chr19:14182520-14185100	22.43
chr5:172753679-172757499	18.58
chr6:2763603-2766967	49.25
chr7:102149536-102153968	22.81
chrY:58993042-58997930	6.96
chr1:226069212-226071312	34.67
chr12:76423713-76426154	36.61
chr19:41303709-41307346	16.89
chr12:82751967-82753293	34.89
chr17:8122663-8127233	15.85
chrX:153218201-153221121	25.81
chr20:62609821-62612844	27.47
chr21:48117764-48118854	40.32
chr5:142149232-142151227	44.77
chr1:92949763-92952989	25.65
chr12:52214025-52215108	78.76
chr12:56472612-56475140	20.58
chr15:68596907-68599877	30.52
chr17:79986368-79990297	33.4
chr19:41857476-41860411	24.48
chr6:21587018-21589923	31.33
chr1:17033170-17034981	19.23
chr1:57887778-57890841	41.61
chr19:51227445-51229247	43.3
chr21:45229209-45233027	25.19
chr8:86729500-86735711	4.35
chr1:231471278-231475744	7.51
chr16:28761023-28762327	77.4
chr18:44544086-44546793	13.32
chr19:48420412-48422188	32.03
chr2:133425818-133429044	50.77
chr21:43527201-43528882	42.5
chr1:92350038-92352603	25.33
chr1:113497582-113500493	18.49
chr1:178510416-178513021	43.94
chr12:133135421-133139651	18.83
chr7:116164319-116167252	24.85
chrUn_gl000225:59384-63807	5.24
chr1:212872014-212875201	20.78
chr19:13263742-13266338	36.8
chr22:46371988-46375680	32.03
chr1:182991383-182993511	41.86
chr15:65676778-65678575	27.21
chr15:66992658-66996989	13.74
chr15:75134279-75136107	27.96
chr11:91957300-91960299	44.23
chr12:50360731-50362082	25.52
chr17:39821874-39823827	30.96
chr19:18630715-18634066	17
chr20:62578284-62581635	41.48
chr20:62916766-62918030	47.4
chr5:43019043-43020943	23
chr1:149811416-149815251	23.09
chr17:43208567-43210964	31.26
chr2:97777967-97779949	52.14
chr1:148598143-148599656	32.14
chr12:115120566-115122963	27.74
chr19:1468459-1472898	17.53
chr2:1783066-1785002	91.25
chr5:37839620-37841416	44.76
chr5:154133879-154137271	42.41
chr1:226249088-226252458	15.19
chr10:123355291-123358512	33.06
chr13:93878901-93881030	36.53
chr19:36229976-36232677	14.62
chr9:131935994-131937777	30.54
chrX:24167059-24169955	55.39
chr14:105947084-105948865	45.97
chr14:106465309-106468009	24.7
chr21:34850291-34853231	32.23
chr5:76924739-76927249	27.19
chr6:40554447-40556660	61.08
chr7:102311426-102314125	17.99
chr9:140082514-140084311	32.59
chr1:1224545-1228092	30.57
chr12:1701545-1704397	19.85
chr5:1008455-1012450	43.6
chr9:131464237-131466199	39.92
chr1:9971-11767	34.58
chr1:149821957-149825526	15.32
chr17:1926990-1929983	26.34
chr17:77784187-77786189	25.8
chr19:41028201-41030338	39.6
chr21:45283393-45287743	23.43
chr3:5018887-5022595	24.33
chr5:69139694-69141098	46
chr5:69696413-69698440	56.86
chr6:91004258-91007255	20.78
chr1:113615056-113616698	32.95
chr16:30406246-30407873	27.62
chr7:151479014-151480765	53.37
chr8:11322255-11325656	27.7
chr1:15478525-15481183	20.37
chr10:102825574-102827992	30.38
chr16:2522138-2526377	26.94
chr10:120788426-120790858	32.8
chr19:41034725-41036843	23.65
chr21:47392354-47395586	19.71
chr5:2038503-2039573	55.74
chr8:17433489-17435624	31.94
chr1:26559981-26562135	22.45
chr22:41839758-41844873	7.87
chr6:149067207-149070010	16.02
chr1:6264745-6266795	31.36
chr11:64780682-64782399	42.24
chr12:120906141-120908302	35.95
chr15:75939034-75942205	30.01
chr2:159313303-159315284	54.1
chr4:30720937-30725110	50.52
chrY:13866849-13870196	8.02
chr1:234613343-234615345	24.66
chr1:244996760-244999591	12.01
chr12:32551817-32553362	45.99
chr16:708755-711748	32.36
chr17:73872947-73875676	34.3
chr3:13034278-13037055	36.86
chr5:1799017-1802249	12.03
chr6:119398730-119400737	39.11
chr7:134142741-134144373	46.57
chrY:13472796-13476884	5.79
chr16:769523-772183	24.94
chr16:28375696-28376732	50.48
chr20:44935460-44937838	35.85
chr5:171614000-171616150	32.9
chr7:99814524-99816150	60.83
chr8:25901094-25904696	11.88
chr1:2312423-2315140	35.16
chr1:44439709-44442416	31.54
chr1:76079998-76082747	31.29
chr1:227915560-227919161	26.96
chr10:104158778-104160767	57.51
chr10:125753668-125755982	22.35
chr19:10442677-10446139	16.48
chr19:38864316-38867800	11.79
chr19:40476120-40477497	29.75
chr20:48226933-48228327	40.56
chr21:45194058-45196874	18.12
chr6:126110780-126113397	23.85
chr12:53272470-53274314	32.46
chr18:96336-97854	76.21
chr19:11592323-11594208	33.99
chr1:183440007-183442714	23.97
chr1:211750661-211752571	41.71
chr1:228268654-228272580	11.03
chr1:249237912-249239219	47.67
chr12:57027980-57031281	25.48
chr16:89766169-89768440	27.22
chr17:4692699-4694220	67.79
chr17:17471768-17474137	45.85
chr19:38145066-38147454	17.74
chr19:41139667-41140973	38.28
chr22:21995476-21998763	22.41
chr7:132260058-132262825	30.17
chr7_gl000195_random:29801-33622	6.07
chrUn_gl000216:168197-170841	5.69
chr12:54069282-54071265	41.52
chr1:156628573-156630682	36.24
chr15:41220590-41223500	28.59
chr17:43860283-43862834	40.04
chr19:43710584-43712644	30.12
chr19:48436139-48438170	37.92
chr21:45658870-45661929	32.09
chr5:141703401-141706632	20.7
chr8:1845366-1846388	33.23
chr9:139921951-139924436	28.41
chr1:10853675-10857073	51.21
chr1:27901360-27903806	36.06
chr15:73075339-73077174	14.77
chr5:43555793-43557832	34.33
chr5:180615841-180619405	12.72
chr8:29205065-29209546	13.48
chr14:36002140-36005037	28.79
chr17:1551410-1553801	52.53
chr17:36665264-36667560	29.94
chr17:80011760-80017539	18.46
chr19:42210269-42212013	27.59
chr2:71502835-71505232	48.31
chrY:233814-235223	12.34
chr1:114888443-114889555	88.74
chr12:94541217-94543934	35.06
chr17:7736944-7739763	46.37
chr18:7566398-7569009	40.38
chr19:42782802-42786760	26.07
chr5:138676352-138678406	34.57
chr1:6094020-6096385	46.56
chr1:146713698-146715374	34.88
chr13:37572461-37575780	33.04
chr17:79916428-79919653	59.51
chr19:7989930-7992823	61.19
chr19:30205885-30208214	26.78
chr19:46270349-46274558	16.98
chr19:50636479-50638600	25.73
chr21:45394494-45396130	37.63
chr5:6447557-6450584	22.05
chr9:133813305-133815677	36.62
chr1:156593875-156596310	27.64
chr10:135120690-135123475	20.74
chr12:46122191-46123840	104.29
chr17:72744183-72746727	64.28
chr19:36759005-36762276	7.53
chr8:86726357-86729329	2.48
chr1:245026168-245028759	11.38
chr19:13260262-13263739	14.67
chr19:33554259-33556514	14.83
chr2:220406039-220407008	93.46
chr21:42539113-42541433	40.53
chr5:134240020-134241856	36.12
chr9:34645881-34647463	44.12
chrX:153569476-153573169	31.89
chr1:143743042-143745501	19.89
chr1:241586751-241588560	26.96
chr10:88963055-88964225	43.35
chr14:29234847-29238008	38.72
chr2:91813672-91815938	17.47
chr22:17651987-17653353	47.33
chr4:126235626-126239294	28.55
chr1:211431420-211434577	26.8
chr10:74032297-74035168	30.08
chr12:14922251-14924297	37.05
chr12:66216283-66220268	12.33
chr12:90100896-90104301	19.33
chr16:2033106-2035460	21.73
chr17:40219041-40220248	35.1
chr19:39964146-39965704	33.39
chr6:1388113-1391887	16.82
chr1:227505203-227507514	16.39
chr1:230777431-230778751	35.91
chr16:30074761-30078130	18.4
chr17:7744666-7748593	13.37
chr19:48409538-48411691	35.45
chrUn_gl000225:100450-103623	7.23
chr1:65209882-65211863	20.86
chr16:2053397-2056291	37.52
chr17:18934237-18936214	26.36
chr17:43224944-43227911	29.95
chr17:47646845-47648458	60.55
chr19:999823-1002207	27.86
chr20:61530749-61533152	31.97
chr22:41920589-41923376	27.34
chr5:138897130-138898569	27.42
chr1:44398444-44401027	24.48
chr1:156658354-156662142	16.17
chr14:107119674-107120705	32.76
chr19:36979578-36981779	23.09
chr2:132430126-132432100	39.11
chr20:30605264-30607951	27.52
chr3:150802876-150805286	64.47
chr6:73331535-73333393	42.41
chr1:86042036-86044247	37.44
chr10:52382337-52385834	24.54
chr12:58129325-58133262	25.87
chr16:2008932-2013453	20.67
chr16:31469174-31471446	32.47
chr17:31618104-31621122	44
chr19:2474328-2477503	40.55
chr19:40722184-40724813	23.85
chr22:36461322-36463416	42.47
chr5:96270072-96273278	14.96
chr10:43699386-43701157	62.57
chr12:39298440-39300950	29.06
chr12:49738887-49741935	27.59
chr17:37777989-37780282	58.84
chr5:170845316-170847612	35.01
chr6:122930927-122932780	34.22
chr10:102488581-102490817	30.42
chr14:107238531-107240257	42.47
chr19:17716136-17718011	42.46
chr19:40696674-40699381	14.95
chr5:67510539-67513225	20.52
chr6:44190529-44192433	32.35
chr7:127848100-127850175	46.35
chr8:17779846-17782030	19.23
chr9:132403319-132405175	37.92
chr1:935045-937875	24.7
chr1:147999910-148001134	27.79
chr1:225661825-225664524	33.18
chr11:65654941-65656918	32.81
chr17:49242932-49244978	17.38
chr17:71306619-71308945	34.01
chr19:18390008-18393320	17.15
chr21:47705504-47707422	21.44
chr21:48054104-48056457	18.36
chr22:30682585-30684689	28.41
chr5:36875116-36877874	19.23
chr1:94311649-94313860	27.01
chr17:75368504-75371386	23.22
chr19:40022535-40024590	23.11
chr2:232572945-232576240	24.16
chr21:39287597-39289693	43.45
chr21:44499188-44501291	37.21
chr3:9974212-9976433	21.92
chr3:156391592-156393690	28.86
chr6:170189036-170191049	36.29
chr7:102179435-102181111	38.88
chr7:102248801-102252177	23.5
chr9:139009921-139012629	29.69
chr1:229476746-229479474	12.79
chr15:73995969-73997821	29.76
chr19:41110577-41112694	17.92
chr1:17028958-17031919	28.63
chr1:93425652-93428302	30.13
chr10:118031643-118034538	22.24
chr12:42876287-42878459	43.07
chr15:75659772-75661539	31.48
chr18:19748035-19750717	23.22
chr19:2271018-2274291	35.76
chr19:48426449-48427671	28.27
chr21:26979145-26981114	52.14
chr22:39914525-39917503	33.82
chr5:128795133-128797919	31.44
chr1:186343868-186345373	30.2
chr12:104850013-104852954	15.19
chr17:18085673-18088608	20.64
chr21:40176705-40179053	15.13
chr22:24198736-24200894	13.49
chr1:165796325-165798812	37.93
chr12:48298265-48299605	28.3
chr12:125396259-125399987	25.09
chr14:90526467-90529279	35.1
chr15:68870151-68872284	30.65
chr17:35848204-35850895	28.93
chr17:46677406-46680835	22.88
chr19:12883890-12886737	56.29
chr19:40788920-40791802	10.7
chr20:23028878-23032398	27.11
chr20:33296291-33298418	29.44
chr21:40684909-40687257	28.44
chr22:21055965-21059217	24.89
chr5:179245418-179249070	13.75
chr6:29720053-29721446	80.91
chr7:150869431-150870397	77.79
chrX:284014-285407	17.22
chr1:9240592-9242956	30.08
chr16:697421-700803	37.87
chr16:67875578-67877461	31.12
chr17:79075158-79076136	68.63
chr22:20918339-20919329	59.31
chr9:102581462-102585773	14.3
chr10:104676842-104679409	29.42
chr12:52607093-52608817	42.05
chr17:1956379-1958927	26.07
chr20:21485694-21487509	23.77
chr22:32024361-32027654	34.2
chr5:83678010-83681034	21.41
chr6:33247348-33248480	46.71
chr6:128839586-128842519	16.14
chr7:102278529-102280190	31.69
chr7:150782377-150785425	26.07
chr1:155219802-155221247	56.99
chr10:47150695-47152072	56.62
chr15:85112933-85114678	32.81
chr19:5718911-5721022	49.77
chr2:55275559-55278181	34.41
chr21:34142839-34144895	22.71
chr6:85471702-85474884	10.96
chr6:114178797-114181943	17.72
chr1:223315305-223317743	15.96
chr10:65224230-65226481	22.09
chr15:73974157-73978305	25.66
chr15:102263899-102265029	48.56
chr17:43971398-43973514	22.8
chr17:65820662-65823107	39.86
chr19:39831601-39833895	19.66
chr5:89769054-89771090	38.4
chr5:151149844-151152526	18.25
chrUn_gl000220:92697-94822	25.07
chr1:155292870-155295756	29.63
chr10:30023976-30026238	47.3
chr10:103539308-103541405	35.33
chr15:67142664-67144471	35.34
chr15:74357752-74359039	46.93
chr16:22217196-22218920	56.22
chr19:1929003-1930864	27.36
chr19:39521378-39524395	17.13
chr19:41168485-41170081	27.68
chr2:132249134-132250950	59.78
chr2:179058443-179060496	52.14
chr1:2477405-2480061	29.33
chr1:46766819-46770929	21.73
chr12:6980292-6983048	33.48
chr14:105955693-105958016	27.16
chr7:104652766-104655594	16
chr8:42947914-42949403	34.07
chr9:68412693-68415162	7.07
chr9:135421108-135422631	30.55
chr1:112531745-112534650	16.51
chr10:76583536-76587459	22.81
chr10:102772332-102773587	45.63
chr10:119301160-119304099	21.48
chr12:3305758-3310630	10.59
chr13:22242706-22245919	28.54
chr15:79723356-79725455	30.92
chr16:3070038-3072561	29.51
chr16:47176344-47178783	39.76
chr17:47573330-47575802	43.06
chr20:50807115-50809333	28.55
chr5:149540441-149542466	34.76
chr6:36645862-36648759	21.61
chr6:107435139-107438313	33.18
chr6:123110073-123111916	19.4
chr7:151572165-151575056	20.86
chr9:138999760-139003550	14.25
chr1:228133852-228136920	24.83
chr16:67554755-67556025	31.58
chr17:30333402-30335759	40.92
chr17:39803547-39805463	38.59
chr19:28283891-28286381	9.66
chr19:44098646-44101819	11.41
chr20:39315944-39319541	26.54
chr6:53515862-53517373	39.53
chr9:998162-999150	28.47
chr1:153650107-153652566	40.5
chr16:30123067-30124921	29.06
chr19:39988024-39990473	26.52
chr21:33941364-33942652	31.61
chr21:34732812-34734703	67.69
chr21:46897233-46899348	40.59
chr22:20097968-20099902	49.32
chr5:34655292-34658557	15.3
chr5:95295411-95298071	28.54
chr5:179718275-179721075	29.8
chr6:3156614-3158412	40.2
chr7:100608225-100610710	42.01
chr1:93297072-93298469	30.71
chr1:236304114-236308612	9.12
chr12:66562736-66564199	28.8
chr14:21438865-21440211	43.6
chr16:2953624-2955614	30.63
chr19:1221344-1223782	46.48
chr19:2234792-2237478	50.17
chr20:30310222-30312359	25.26
chr21:33102868-33106492	14.68
chr21:46823830-46828670	12.73
chr4:49328863-49333732	12.93
chr5:14141666-14145810	14.98
chr5:74348016-74349988	23.28
chr6:37664043-37667390	18.96
chr1:151042649-151044590	31.64
chr1:237204765-237206981	31.34
chr10:131987816-131989049	84.19
chr10:135522784-135524614	35.98
chr12:53613103-53616014	24.12
chr14:69725966-69728476	33.52
chr14:102029773-102032988	25.66
chr15:74912325-74914299	49.54
chr16:19566150-19567930	35.23
chr17:1944300-1946755	15.3
chr17:38471969-38475951	13.93
chr17:79484544-79487087	24.89
chr19:33890492-33894394	19.71
chr20:34541331-34543294	33.28
chr21:38629335-38631332	18.51
chr1:17239819-17242503	29.33
chr10:28965123-28968237	29.72
chr10:103892039-103893834	26.07
chr14:90862693-90865255	17.88
chr17:20944325-20947476	28.93
chr19:39880597-39882952	18.13
chr20:60876673-60878254	46.3
chr21:43184917-43187900	16.87
chr21:45358484-45360252	39.11
chr22:38029316-38031084	30.17
chr8:143819588-143821525	34.11
chrUn_gl000220:96046-98138	36.88
chr1:17198437-17201236	11.84
chr13:100631187-100635524	11.41
chr15:79164627-79166986	47.97
chr16:75497166-75499218	50.79
chr19:35534723-35536138	24.24
chr19:38754086-38757372	7.93
chr20:35201353-35204461	18.5
chr22:50963094-50965427	16.7
chr5:139144389-139146115	41.44
chr6:16128686-16131571	37.62
chr6:105849766-105851950	29.04
chr1:25572708-25574841	23.14
chr1:156022456-156025409	21.84
chr1:226495886-226498014	16.09
chr10:6018270-6020494	33.99
chr10:94332187-94335080	19.16
chr12:6976009-6979197	17.07
chr15:65902947-65904882	27.67
chr16:1821820-1824156	43.58
chr4:8625879-8627275	34.19
chr5:54521970-54523759	37.76
chr5:75697913-75700224	37.62
chr6:37137863-37139608	26.52
chr1:16946047-16948248	14
chr1:100816244-100819413	19.39
chr12:2160328-2164067	24.68
chr14:31675805-31677939	31.12
chr15:81071063-81073477	24.74
chr18:46474374-46477325	9.78
chr19:42829037-42831168	15.14
chr21:45533353-45534792	52.5
chr21:45930048-45931559	45.33
chr3:48722679-48724128	45.89
chr5:78808677-78811022	24.95
chr5:126111608-126114743	21.35
chrX:46432624-46434925	27.44
chr1:120924617-120926492	30.26
chr1:204776030-204777666	39.11
chr10:98478665-98481588	22.06
chr15:74419498-74420813	39.83
chr15:91444878-91447794	58.34
chr16:30661132-30663608	16.69
chr19:34992128-34993024	36.16
chr19:48446805-48448644	36.85
chr2:70527945-70529668	36.39
chr21:44252633-44254751	36.88
chr5:132945812-132948877	24.89
chr6:53658007-53660987	30.17
chr8:37556740-37560013	18.2
chr1:1282409-1285756	19.87
chr1:26796504-26799967	19.58
chr11:11641561-11644377	25.7
chr14:100148914-100151690	32.25
chr15:72408875-72411366	20.64
chr16:57333356-57335396	21.18
chr17:38517109-38519976	34.53
chr21:43236414-43238128	32.93
chr5:35617199-35618985	28.62
chr5:141348093-141349379	39.85
chr1:1875191-1876080	60.83
chr1:26361200-26363107	42.54
chr10:123871963-123873749	35.38
chr12:27932281-27934449	22.62
chr13:41238071-41240979	35.46
chr16:68267900-68272195	29.14
chr16:88850260-88852495	41.64
chr19:40970158-40973167	19.83
chr5:72511515-72512573	39.59
chr5:82766940-82770703	15.1
chr5:112256361-112258540	35.74
chr5:178770707-178772904	33.58
chr6:43421806-43424469	31.61
chr6:52858946-52861175	32.09
chr6:166795081-166797785	61.24
chr1:44703158-44706219	26.74
chr1:64239131-64241127	33.58
chr1:220101028-220102524	20.32
chr1:224179964-224182118	12.81
chr10:25011264-25014205	20.27
chr12:32907427-32909664	30.71
chr12:46383368-46386102	21.91
chr14:23770497-23772541	29.28
chr15:73343442-73346119	14.15
chr16:4302987-4304685	44.48
chr16:54961807-54965484	12.66
chr19:40334359-40337800	15.01
chr2:20422564-20425924	41.03
chr21:38381839-38383838	47.91
chr5:36240678-36242762	23.31
chr6:85483106-85484988	37.07
chr1:110751797-110755305	17.92
